,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/crab/windows/ASIC/ExperiarSoC/openlane/IOMultiplexer,IOMultiplexer,IOMultiplexer,flow completed,0h2m34s0ms,0h2m10s0ms,26478.260869565216,0.046,13239.130434782608,13.31,823.04,609,0,0,0,0,0,0,0,16,0,64,-1,89485,9426,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,44330416.0,0.0,43.83,52.37,40.38,36.6,-1,127,682,42,549,0,0,0,289,2,4,12,1,73,15,9,25,241,181,9,130,536,0,666,100.0,10.0,10,AREA 0,5,50,1,153.6,153.18,0.4,0.3,sky130_fd_sc_hd,4,4
