,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/crab/windows/ASIC/ExperiarSoC/openlane/ExperiarCore,ExperiarCore,ExperiarCore,flow completed,0h11m57s0ms,0h9m4s0ms,54893.33333333334,0.3,27446.66666666667,30.54,2315.24,8234,0,0,0,0,0,0,0,40,0,0,-1,560053,75408,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,451671134.0,0.0,56.73,45.6,21.76,10.49,-1,5196,8757,282,3832,0,0,0,6386,103,10,189,161,587,124,67,2749,1414,1373,42,350,3982,0,4332,40.0,25.0,25,AREA 0,5,50,1,153.6,153.18,0.315,0.3,sky130_fd_sc_hd,4,3
